,Brand,Model,Color,Type,Rating,No_rating,Bought,Discounted_price,Original_price,Discount
642,Noise,Noise Newly Launched Air Buds Pro 6,up to,Wireless,4.0,"2,844",200+ bought in past month,"₹2,999","₹3,999",25%
643,PHILIPS,PHILIPS TAT1150BK/94 Premium,Deep Black,Wireless,2.9,20,100+ bought in past month,"₹1,999","₹3,999",50%
644,pTron,pTron Bassbuds NX,Sand Brown,Wireless,3.4,"72,362",100+ bought in past month,₹599,"₹2,599",77%
645,pTron,"pTron Newly Launched Tangent Evolve with 34Hrs Playtime, HD Mic, Pristine Sound,",Black,Wireless,4.0,149,100+ bought in past month,₹599,"₹1,999",70%
646,Boult,Boult Audio Z20,Black,Wireless,3.7,"17,049",100+ bought in past month,₹999,"₹5,499",82%
647,Huawei,"Huawei FreeBuds SE 2, 40-Hour Battery Life, Compact and Comfortable to Grip, 3 Hours of Music Playback on a 10-Minute Charge, IP54 Dust & Splash Resistance, Robust",White,,4.5,"7,872",200+ bought in past month,"₹2,999","₹4,499",33%
648,soundcore,soundcore by Anker R50i VI True,White,Wireless,4.3,"38,372",200+ bought in past month,"₹1,298","₹2,249",42%
649,Boult,Boult Audio Bassbuds Loop 2,Teal Blue,Wired,3.8,"15,714",300+ bought in past month,₹299,₹999,70%
650,boAt,boAt Rockerz 245 pro,Super Low,,3.6,"1,977",100+ bought in past month,₹999,"₹2,990",67%
651,Boat,Boat Airdopes 181,Low Latency,Wireless,3.7,"19,157",100+ bought in past month,₹749,"₹2,990",75%
652,ZEBRONICS,ZEBRONICS Zeb-Buds C2,Red,Wired,3.6,"2,174",200+ bought in past month,₹299,₹699,57%
653,truke,truke New Launch BTG Ultra True,,Wireless,3.8,"1,355",300+ bought in past month,₹899,"₹2,999",70%
654,amazon,amazon basics,AB,,3.3,414,100+ bought in past month,₹599,"₹2,499",76%
655,boAt,boAt Rockerz 235 Pro,Furious Blue,Wireless,3.8,213,200+ bought in past month,₹899,"₹2,490",64%
656,SIGNATIZE,SIGNATIZE TP Troops,Black,Wireless,3.8,3,100+ bought in past month,₹299,₹999,70%
657,CrossBeats,CrossBeats Shuffl ANC Neckband,Black,Wireless,3.8,"1,483",200+ bought in past month,"₹1,798","₹4,999",64%
658,JLab,JLab Go Pop ANC Active Noise Cancelling,,Wireless,4.2,893,50+ bought in past month,"₹1,899","₹2,999",37%
659,truke,truke Newly Launched Buds Liberty Open Ear,,Wireless,3.8,859,700+ bought in past month,"₹1,599","₹6,999",77%
660,truke,truke Newly Launched Buds Liberty Open Ear,,Wireless,3.8,859,700+ bought in past month,"₹1,599","₹6,999",77%
661,CrossBeats,CrossBeats Shuffl ANC Neckband,Black,Wireless,3.8,"1,483",200+ bought in past month,"₹1,798","₹4,999",64%
662,pTron,pTron Tangentbeat,Green,Wireless,3.8,"76,117",600+ bought in past month,₹599,"₹2,499",76%
663,SIGNATIZE,SIGNATIZE TP Troops,Black,Wireless,3.8,3,100+ bought in past month,₹299,₹999,70%
664,Concept,"Concept Kart Kz Edx Pro Iem Earphone, Hifi Stereo Special Dual Magnetic Circuit Dynamic Driver Resin Inlay Metal Process In-Ear Monitors",,,3.8,"1,636",100+ bought in past month,"₹1,092","₹1,999",45%
665,boAt,boAt BassHeads 162 V2,Calm Blue,Wired,3.1,132,200+ bought in past month,₹399,₹990,60%
666,SIGNATIZE,SIGNATIZE,Black,Wireless,5.0,2,,₹359,₹999,64%
667,Original,Original Type C Earphone Compatible with Samsung S24,,Wired,5.0,1,,₹819,"₹1,099",25%
668,JBL,JBL New Launch Tune Beam 2,Turquoise,,4.0,580,200+ bought in past month,"₹5,999","₹11,999",50%
669,Sony,Sony WF-C700N Noise Cancellation,,,3.8,"3,864",100+ bought in past month,"₹7,989","₹12,990",38%
670,ZEBRONICS,ZEBRONICS Zeb Buds C2,Blue,Wired,3.6,"2,194",500+ bought in past month,₹549,₹699,21%
671,Noise,Noise Buds VS402,Neon White,Wireless,3.8,"12,186",200+ bought in past month,"₹1,399","₹3,999",65%
672,Redmi,Redmi Buds 5C,,,4.0,"2,725",300+ bought in past month,"₹1,799","₹4,999",64%
673,Noise,Noise Airwave Pro,Upto,,4.0,51,100+ bought in past month,"₹1,499","₹3,999",63%
674,Ambrane,Ambrane Type-C,Stringz,Wired,3.5,463,100+ bought in past month,₹329,₹799,59%
675,RTUSIA,RTUSIA Small,,Wireless,4.0,"5,256",50+ bought in past month,"₹2,499","₹6,999",64%
676,iGear,iGear Crystal,Neon Green,Wireless,3.5,101,,"₹1,299","₹3,000",57%
677,Oraimo,Oraimo,White,Wired,3.8,"1,228",,₹299,,
678,OnePlus,OnePlus Buds Pro 3,,,4.2,523,200+ bought in past month,"₹11,999","₹13,999",14%
679,realme,realme Buds,Yellow,Wireless,3.8,"8,681",100+ bought in past month,"₹1,890","₹5,999",68%
680,OPPO,OPPO Enco Air 2,,Wireless,3.8,"2,223",200+ bought in past month,"₹2,100","₹3,499",40%
681,amazon,amazon basics EP2,Black,Wired,2.8,30,100+ bought in past month,₹272,"₹1,499",82%
682,Redmi,Redmi Buds 5,,,4.0,"2,725",200+ bought in past month,"₹2,499","₹4,999",50%
683,JBL,JBL Wave Buds 2 Ear Buds,Blue,Wireless,3.6,"21,112",200+ bought in past month,"₹2,999","₹6,999",57%
684,Fastrack,Fastrack Fpods Fx101|Bt5.4,,,3.6,"3,432",100+ bought in past month,₹607,"₹3,495",83%
685,amazon,amazon basics,AB,,3.3,414,100+ bought in past month,₹599,"₹2,499",76%
686,CrossBeats,CrossBeats Hawk Gaming,,,3.7,196,100+ bought in past month,"₹2,999","₹7,999",63%
687,EasingUp,EasingUp,,Wired,,,,₹499,₹999,50%
688,realme,realme,Green,Wireless,4.2,"19,198",500+ bought in past month,,,
689,Noise,Noise Newly Launched Buds Verve 2,Stone Beige,Wireless,4.0,456,200+ bought in past month,"₹1,499","₹3,999",63%
690,Noise,Noise Newly Launched Air Buds Pro 6,up to,Wireless,4.0,"2,844",200+ bought in past month,"₹2,999","₹3,999",25%
691,pTron,pTron Bassbuds NX,Sand Brown,Wireless,3.4,"72,362",100+ bought in past month,₹599,"₹2,599",77%
692,Kratos,Kratos,,Wireless,3.9,292,100+ bought in past month,₹799,"₹2,999",73%
693,RTUSIA,RTUSIA Small,,Wireless,4.0,"5,256",50+ bought in past month,"₹2,499","₹6,999",64%
694,Noise,Noise Newly Launched Buds VS601,Cobalt Blue,Wireless,3.8,397,1K+ bought in past month,"₹1,399","₹3,999",65%
695,pTron,pTron Tangentbeat,Green,Wireless,3.8,"76,117",600+ bought in past month,₹599,"₹2,499",76%
696,Kratos,Kratos Neckband,,,3.9,141,400+ bought in past month,₹399,"₹1,499",73%
697,Sony,Sony MDR-EX14AP,Black,Wired,3.7,"1,650",400+ bought in past month,₹776,"₹1,299",40%
698,soundcore,"soundcore K20i by Anker, Semi-in-Ear",,Wireless,3.9,"2,715",100+ bought in past month,"₹1,299","₹5,598",77%
699,Noise,Noise Newly Launched Air Clips,Pearl White,Wireless,2.6,61,200+ bought in past month,"₹2,999","₹3,999",25%
700,Noise,"Noise Master Buds, Sound by Bose",Silver,,3.9,640,200+ bought in past month,"₹7,999",,
701,Bouncefit,Bouncefit,Red,Wireless,4.4,65,200+ bought in past month,₹499,"₹2,999",83%
702,boAt,boAt Airdopes 161 ANC,White,,3.4,13,100+ bought in past month,"₹1,299","₹5,999",78%
703,amazon,amazon basics,Black,,3.4,991,200+ bought in past month,₹599,"₹1,999",70%
704,Redmi,"Redmi Buds 6, Dual Driver",Green,Wireless,4.0,"2,725",200+ bought in past month,"₹2,999","₹4,999",40%
705,JBL,JBL New Launch Tune Beam 2,White,,4.0,580,200+ bought in past month,"₹5,999","₹8,999",33%
706,Samsung,,White,,3.9,394,700+ bought in past month,"₹18,499","₹24,999",26%
707,Noise,Noise Newly Launched Air Buds Pro 6,up to,Wireless,4.0,"2,844",200+ bought in past month,"₹2,999","₹3,999",25%
708,Noise,Noise Newly Launched Air Buds Pro 6,up to,Wireless,4.0,"2,844",200+ bought in past month,"₹2,999","₹3,999",25%
709,PHILIPS,PHILIPS TAT1150BK/94 Premium,Deep Black,Wireless,2.9,20,100+ bought in past month,"₹1,999","₹3,999",50%
710,pTron,pTron Bassbuds NX,Sand Brown,Wireless,3.4,"72,362",100+ bought in past month,₹599,"₹2,599",77%
711,HAMMER,HAMMER Aeromax ANC (32dB),White,,3.6,843,100+ bought in past month,"₹1,099","₹5,999",82%
712,JBL,JBL New Launch Tune Buds 2,Black,,4.0,580,200+ bought in past month,"₹5,499","₹9,499",42%
713,Redmi,Redmi Buds 5,TWS,Wireless,4.0,"2,725",200+ bought in past month,"₹2,499","₹4,999",50%
714,Ambrane,Ambrane Stringz 38,Amber Orange,Wired,3.8,"22,547",200+ bought in past month,₹249,₹449,45%
715,amazon,amazon basics,Black,Wired,3.1,44,200+ bought in past month,₹269,₹999,73%
716,KZ,"KZ EDX Pro IEM Earphone, HiFi Stereo Special Dual Magnetic Circuit Dynamic Driver Resin Inlay Metal Process",,,3.8,"1,636",50+ bought in past month,"₹1,092","₹1,999",45%
717,ZEBRONICS,ZEBRONICS Buds C10,Light Blue,Wired,3.6,296,200+ bought in past month,₹499,₹999,50%
718,CrossBeats,CrossBeats Sonic 3,Black,Wireless,4.1,"1,008",100+ bought in past month,"₹1,499","₹6,999",79%
719,boAt,boAt Airdopes Drift,White Sabre,,3.7,72,200+ bought in past month,"₹1,099","₹5,990",82%
720,Sony,Sony MDR-EX255AP,Black,Wired,4.1,"2,849",100+ bought in past month,"₹1,990",,
721,JBL,JBL Wave Buds 2 Ear Buds,Pink,Wireless,3.6,"21,112",100+ bought in past month,"₹2,999","₹6,999",57%
722,amazon,amazon basics True,White,Wireless,5.0,5,,₹699,"₹2,499",72%
723,JLab,JLab Go Pop ANC Active Noise Cancelling,,Wireless,4.2,893,50+ bought in past month,"₹1,899","₹2,999",37%
724,truke,truke Newly Launched Buds Liberty Open Ear,,Wireless,3.8,859,700+ bought in past month,"₹1,599","₹6,999",77%
725,CrossBeats,CrossBeats Shuffl ANC Neckband,Black,Wireless,3.8,"1,483",200+ bought in past month,"₹1,798","₹4,999",64%
726,RTUSIA,RTUSIA Small,,Wireless,4.0,"5,256",50+ bought in past month,"₹2,499","₹6,999",64%
727,CrossBeats,CrossBeats Shuffl ANC Neckband,Black,Wireless,3.8,"1,483",200+ bought in past month,"₹1,798","₹4,999",64%
728,Noise,Noise Newly Launched Buds VS601,Cobalt Blue,Wireless,3.8,397,1K+ bought in past month,"₹1,399","₹3,999",65%
729,boAt,boAt BassHeads 162 V2,Bold Black,Wired,3.1,132,200+ bought in past month,₹399,₹990,60%
730,for,for i-Phone,,Wired,2.4,3,100+ bought in past month,₹399,"₹2,499",84%
731,boAt,"boAt Nirvana Ion ANC, Active Noise Cancellation(~32dB), 120Hrs Battery, App Support, Crystal Bionic Sound, 4Mics ENx, v5.3",Quartz White,Wireless,3.9,"17,232",300+ bought in past month,"₹2,499","₹9,990",75%
732,Boult,Boult x Mustang Dash,,Wireless,3.7,"1,785",400+ bought in past month,"₹1,499","₹5,999",75%
733,Earphones,Earphones with Cover,,Wired,5.0,1,100+ bought in past month,₹244,₹899,73%
734,ZEBRONICS,"ZEBRONICS RAGA F1,",Magnetic Play,,3.9,40,200+ bought in past month,₹899,"₹3,999",78%
735,CrossBeats,CrossBeats Fury Max Gaming,Grey,,4.2,"1,261",200+ bought in past month,"₹2,289","₹5,999",62%
736,amazon,amazon basics True,Blue,Wireless,3.1,357,100+ bought in past month,₹549,"₹2,999",82%
737,Concept,"Concept Kart Kz Edx Pro Iem Earphone, Hifi Stereo Special Dual Magnetic Circuit Dynamic Driver Resin Inlay Metal Process In-Ear Monitors",,,3.8,"1,636",100+ bought in past month,"₹1,092","₹1,999",45%
738,T6,T6 True,Black,Wireless,,,,₹280,₹999,72%
739,Noise,Noise Newly Launched Buds Trooper,Up to,Wireless,3.8,"4,192",300+ bought in past month,₹999,"₹2,999",67%
740,In,"In-Ear Headphone For Samsung Galaxy A10e,Samsung A 10e In- Ear Headphone |",,Wired,,,50+ bought in past month,₹330,,
741,pTron,pTron Tangentbeat,Green,Wireless,3.8,"76,117",600+ bought in past month,₹599,"₹2,499",76%
742,Noise,Noise Newly Launched Air Buds Pro 6,up to,Wireless,4.0,"2,844",200+ bought in past month,"₹2,999","₹3,999",25%
743,PHILIPS,PHILIPS TAT1150BK/94 Premium,Deep Black,Wireless,2.9,20,100+ bought in past month,"₹1,999","₹3,999",50%
744,boAt,"boAt Nirvana Lucid w/ 32 dB ANC, Multi-Point Connectivity,",Zinc White,Wireless,3.5,247,100+ bought in past month,"₹1,699","₹6,990",76%
745,Mivi,"Mivi SuperPods Halo [Flagship Launch], 35dB ANC Active Noise Cancellation",,Wireless,3.9,"5,110",200+ bought in past month,"₹1,999","₹7,499",73%
746,KZ,KZ Castor,,Wired,4.0,183,100+ bought in past month,"₹2,374","₹2,499",5%
747,boAt,"boAt Nirvana Ivy, 50dB Hybrid Active Noise Cancellation, 360º Spatial Audio,Fast Charge,App Support, v5.3",Gunmetal White,Wireless,3.8,515,100+ bought in past month,"₹3,299","₹17,990",82%
748,ZEBRONICS,ZEBRONICS Mist,ENC,Wireless,3.2,230,100+ bought in past month,₹530,"₹3,499",85%
749,boAt,"boAt Nirvana Ion ANC Pro, Hi-Res Audio LDAC,ANC(~32dB), 120Hrs Battery, App Support, Fast Charge, v5.3",Rose Quartz,Wireless,3.9,"17,232",200+ bought in past month,"₹2,799","₹13,990",80%
750,truke,truke New Launch Buds Elite True,White,Wireless,4.1,184,400+ bought in past month,₹799,"₹2,299",65%
751,Sony,Sony WF-C500,,,4.0,"1,493",200+ bought in past month,"₹4,490","₹8,990",50%
752,Earphones,Earphones for Realme 10 Earphone Original Like,,Wired,5.0,1,100+ bought in past month,₹349,₹999,65%
753,boAt,boAt Nirvana X,Mist Blue,Wireless,4.0,506,200+ bought in past month,"₹2,499","₹8,990",72%
754,HOPPUP,HOPPUP AirDoze Fusion,,,3.6,414,100+ bought in past month,₹599,"₹4,999",88%
755,Noise,Noise Buds X Prime,Champagne White,Wireless,3.8,"4,192",200+ bought in past month,"₹1,599","₹4,499",64%
756,Oraimo,Oraimo,White,Wired,3.8,"1,228",,₹299,,
757,pTron,pTron Bassbuds Gomax,Blue,Wireless,3.5,374,,₹799,"₹2,899",72%
758,Jxrev,Jxrev,,Wireless,4.2,"13,287",,"₹1,399","₹4,999",72%
759,RTUSIA,RTUSIA Small,,Wireless,4.0,"5,256",50+ bought in past month,"₹2,499","₹6,999",64%
760,Noise,Noise Newly Launched Buds VS601,Cobalt Blue,Wireless,3.8,397,1K+ bought in past month,"₹1,399","₹3,999",65%
761,pTron,pTron Tangentbeat,Green,Wireless,3.8,"76,117",600+ bought in past month,₹599,"₹2,499",76%
762,Noise,Noise Buds X Prime,Champagne White,Wireless,3.8,"4,192",200+ bought in past month,"₹1,599","₹4,499",64%
763,boAt,"boAt Nirvana Ion ANC Pro, Hi-Res Audio LDAC,ANC(~32dB), 120Hrs Battery, App Support, Fast Charge, v5.3",Northern Lights,Wireless,3.9,"17,232",200+ bought in past month,"₹2,799","₹13,990",80%
764,pTron,pTron Tangent Duo,Red,Wireless,3.6,"16,430",50+ bought in past month,₹399,"₹1,899",79%
765,SIGNATIZE,SIGNATIZE,Red,Wireless,5.0,2,,₹359,₹999,64%
766,Wireless,Wireless,JO,Wireless,,,50+ bought in past month,₹529,"₹1,599",67%
767,boAt,"boAt Nirvana Ion ANC, Active Noise Cancellation(~32dB), 120Hrs Battery, App Support, Crystal Bionic Sound, 4Mics ENx, v5.3",Rose Quartz,Wireless,3.9,"17,232",200+ bought in past month,"₹2,299","₹9,990",77%
768,JBL,JBL Vibe Beam,TWS,Wireless,3.5,"28,272",100+ bought in past month,"₹2,499","₹5,999",58%
769,boAt,boAt Nirvana X,Galactic Red,Wireless,4.0,506,200+ bought in past month,"₹2,499","₹8,990",72%
770,soundcore,"soundcore by Anker,Space One,Active Noise Cancelling",,Wireless,4.3,"3,514",100+ bought in past month,"₹7,999","₹19,998",60%
771,Sony,Sony WF-1000XM5 Best Active Noise Cancelling,,Wireless,3.8,"4,163",200+ bought in past month,"₹21,837","₹29,990",27%
772,JBL,JBL Tune 310,Red,Wired,3.0,138,100+ bought in past month,"₹1,499","₹1,999",25%
773,Boat,Boat Rockerz 330 Pro,Teal Green,,4.0,"4,257",100+ bought in past month,"₹1,499","₹2,990",50%
774,Noise,Noise Newly Launched Air Buds Pro 6,up to,Wireless,4.0,"2,844",200+ bought in past month,"₹2,999","₹3,999",25%
775,PHILIPS,PHILIPS TAT1150BK/94 Premium,Deep Black,Wireless,2.9,20,100+ bought in past month,"₹1,999","₹3,999",50%
776,pTron,pTron Bassbuds NX,Sand Brown,Wireless,3.4,"72,362",100+ bought in past month,₹599,"₹2,599",77%
777,boAt,boAt Airdopes 301,Arctic Whisper,,3.6,241,100+ bought in past month,"₹1,099","₹4,990",78%
778,Blaupunkt,Blaupunkt BTW100 LITE,Black,,3.8,"7,005",100+ bought in past month,₹699,"₹3,499",80%
779,truke,truke Air Buds Lite True,Black,Wireless,3.6,"2,740",100+ bought in past month,₹699,"₹2,999",77%
780,Leaf,Leaf Buds X614 True,Carbon Black,Wireless,4.1,272,200+ bought in past month,₹987,"₹3,999",75%
781,Noise,Noise Newly Launched Air Buds 6,up to,,4.0,"2,844",100+ bought in past month,"₹2,499","₹3,499",29%
782,TP,TP TROOPS,Black,Wireless,3.4,22,100+ bought in past month,₹309,"₹1,499",79%
783,JBL,JBL Tune 310,White,Wired,3.2,215,300+ bought in past month,"₹1,499","₹1,999",25%
784,Sony,Sony MDR-EX15AP EX Stereo,Black,,3.8,"7,724",100+ bought in past month,₹699,₹890,21%
785,truke,truke New Launch Buds Aura True,Azure Blue,Wireless,4.2,408,300+ bought in past month,₹899,"₹2,799",68%
786,boAt,boAt Rockerz 210 ANC,Cosmic Blue,,3.6,"1,700",100+ bought in past month,"₹1,499","₹5,990",75%
787,Boat,Boat Airdopes 120,Ivory White,Wireless,3.9,"6,978",50+ bought in past month,₹999,"₹4,990",80%
788,soundcore,soundcore Sport X10 True,,Wireless,4.2,"9,848",100+ bought in past month,"₹5,999","₹15,998",63%
789,JLab,JLab Go Pop ANC Active Noise Cancelling,,Wireless,4.2,893,50+ bought in past month,"₹1,899","₹2,999",37%
790,truke,truke Newly Launched Buds Liberty Open Ear,,Wireless,3.8,859,700+ bought in past month,"₹1,599","₹6,999",77%
791,Kratos,Kratos,,Wireless,3.9,292,100+ bought in past month,₹799,"₹2,999",73%
792,pTron,pTron Tangentbeat,Green,Wireless,3.8,"76,117",600+ bought in past month,₹599,"₹2,499",76%
793,pTron,pTron Bassbuds NX,Sand Brown,Wireless,3.4,"72,362",100+ bought in past month,₹599,"₹2,599",77%
794,Boult,Boult Z20,Pine Green,Wireless,4.2,"2,355",5K+ bought in past month,₹999,"₹5,499",82%
795,JLab,JLab Go Air Sport,,Wireless,3.1,"19,620",100+ bought in past month,"₹1,799","₹5,499",67%
796,JBL,JBL Newly Launched Wave Flex,White,Wireless,3.3,"4,719",200+ bought in past month,"₹2,799","₹4,999",44%
797,Blaupunkt,Blaupunkt Newly Launched BTW300 Moksha+ True ANC,,,3.8,"7,005",100+ bought in past month,"₹1,799","₹6,499",72%
798,JBL,JBL Wave Buds 2 Ear Buds,White,Wireless,3.6,"21,112",100+ bought in past month,"₹2,999","₹6,999",57%
799,Boult,Boult Buds Klarity 4 ANC,,Wireless,3.1,309,100+ bought in past month,"₹1,299","₹3,999",68%
800,Honeywell,Honeywell Moxie V50,,Wired,3.6,627,200+ bought in past month,₹399,₹499,20%
801,ZEBRONICS,ZEBRONICS Zeb-Buds C2,White,Wired,3.5,"1,904",100+ bought in past month,₹299,₹699,57%
802,Boult,Boult Audio Z20,Green,Wireless,3.7,"17,049",100+ bought in past month,₹999,"₹5,499",82%
803,boAt,"boAt Nirvana Lucid w/ 32 dB ANC, Multi-Point Connectivity,",Gunmetal Black,Wireless,3.5,247,300+ bought in past month,"₹1,999","₹6,990",71%
804,pTron,pTron Basspods P81,Green,Wireless,3.5,374,50+ bought in past month,₹599,"₹2,599",77%
805,Airbuds,Airbuds Pro 2nd Generation with (C-Type) Charging Case (White),White,Wireless,5.0,3,50+ bought in past month,₹999,"₹4,999",80%
806,OnePlus,OnePlus Buds Pro 2,,,4.2,"1,836",100+ bought in past month,"₹7,299","₹13,999",48%
807,pTron,pTron Tangent Duo In Ear,Jet Black,Wireless,3.7,809,300+ bought in past month,₹399,"₹1,899",79%
808,CrossBeats,CrossBeats Shuffl ANC Neckband,Black,Wireless,3.8,"1,483",200+ bought in past month,"₹1,798","₹4,999",64%
809,pTron,pTron Boom Play X2 In Ear Type C,Black,Wired,3.6,629,300+ bought in past month,₹399,"₹1,499",73%
810,Samsung,,,,4.3,"1,968",100+ bought in past month,"₹7,183","₹13,990",49%
811,Wireless,Wireless,JO,Wireless,1.3,4,100+ bought in past month,₹519,"₹1,599",68%
812,amazon,amazon basics,AB,,3.4,377,400+ bought in past month,"₹1,099","₹2,499",56%
813,Noise,Noise Newly Launched Air Buds 6,up to,,4.0,"2,844",100+ bought in past month,"₹2,499","₹3,499",29%
814,Mivi,Mivi DuoPods i7,,,3.6,"1,022",100+ bought in past month,₹999,"₹4,999",80%
815,Zebronics,"Zebronics Jumbo LITE with 70 Hours Backup,",Upto,Wireless,3.5,540,100+ bought in past month,₹599,"₹2,999",80%
816,Concept,Concept Kart KZ ZSN Pro X Monitor In Ear,ZSN Pro,Wired,4.1,931,100+ bought in past month,"₹2,137","₹3,999",47%
817,GEARZTOUCH,GEARZTOUCH GSP,BLK,Wired,5.0,8,50+ bought in past month,₹192,₹999,81%
818,pTron,pTron Zenbuds 1 V2 ANC,White,,3.8,"1,250",50+ bought in past month,₹799,"₹3,999",80%
819,Noise,Noise Buds Connect,Mint Green,Wireless,3.7,"5,071",100+ bought in past month,"₹1,099","₹3,999",73%
820,Mivi,"Mivi SuperPods Halo [Flagship Launch], 35dB ANC Active Noise Cancellation",,Wireless,3.9,"5,110",100+ bought in past month,"₹1,999","₹7,499",73%
821,SYSFUN,SYSFUN Single,,Wireless,3.5,"1,080",100+ bought in past month,₹599,"₹2,999",80%
822,pTron,pTron Tangent Flex,Bold Blue,Wireless,3.3,"1,103",800+ bought in past month,₹499,"₹1,999",75%
823,pTron,"pTron Boom Ultima 4D Dual Driver,",Dark Blue,Wired,3.6,"42,490",1K+ bought in past month,₹299,"₹1,900",84%
824,Kratos,Kratos,,Wireless,3.9,292,100+ bought in past month,₹799,"₹2,999",73%
825,pTron,pTron Tangentbeat,Green,Wireless,3.8,"76,117",600+ bought in past month,₹599,"₹2,499",76%
826,pTron,pTron Bassbuds NX,Sand Brown,Wireless,3.4,"72,362",100+ bought in past month,₹599,"₹2,599",77%
827,Kratos,Kratos,,Wireless,3.9,292,100+ bought in past month,₹799,"₹2,999",73%
828,SYSFUN,SYSFUN Single,,Wireless,3.5,"1,080",100+ bought in past month,₹599,"₹2,999",80%
829,boAt,boAt Airdopes 301,Midnight Shadow,,3.6,241,200+ bought in past month,"₹1,299","₹4,990",74%
830,SIGNATIZE,SIGNATIZE,Black,,1.0,1,100+ bought in past month,₹299,₹999,70%
831,Ambrane,Ambrane Type-C,Stringz,Wired,3.5,463,100+ bought in past month,₹299,₹799,63%
832,amazon,amazon basics True,Black,Wireless,3.1,357,100+ bought in past month,₹549,"₹2,999",82%
833,ZEBRONICS,"ZEBRONICS Zeb-Evolve BTv5.0, Voice Assistant, Rapid Charge, Dual Pairing, Call Function, Magnetic Earpiece",Metallic Green,Wireless,3.7,"1,550",,₹499,"₹1,499",67%
834,The,The Black Store Buds 2,,Wired,,,,₹465,₹599,22%
835,boAt,boAt Airdopes 301,Sunset Blush,,3.6,241,100+ bought in past month,"₹1,099","₹4,990",78%
836,CrossBeats,CrossBeats Groov Max True,,Wireless,3.8,128,100+ bought in past month,"₹1,998","₹5,999",67%
837,Mivi,Mivi SuperPods Immersio [Flagship Launch],,Wireless,3.9,"5,110",100+ bought in past month,"₹2,199","₹6,499",66%
838,Boult,Boult Klarity 3 6-Mic Hybrid ANC (Upto 50dB),Upto,,3.4,"2,022",100+ bought in past month,"₹1,799","₹5,999",70%
839,GEARZTOUCH,GEARZTOUCH GSP,Black,Wired,2.4,15,200+ bought in past month,₹193,"₹2,999",94%
840,RTUSIA,RTUSIA Small,,Wireless,4.0,"5,256",50+ bought in past month,"₹2,499","₹6,999",64%
841,iGear,iGear Crystal,Neon Green,Wireless,3.5,101,,"₹1,299","₹3,000",57%
842,CrossBeats,CrossBeats Shuffl ANC Neckband,Black,Wireless,3.8,"1,483",200+ bought in past month,"₹1,798","₹4,999",64%
843,Boat,Boat Airdopes 120,Active Black,Wireless,3.9,"6,978",50+ bought in past month,₹999,"₹4,990",80%
844,Noise,Noise Buds VS201 V3,Matte Black,Wireless,3.7,"22,896",100+ bought in past month,₹999,"₹2,999",67%
845,sprtoybat,sprtoybat Type C,,Wired,4.4,954,50+ bought in past month,₹599,"₹1,999",70%
846,TP,TP TROOPS Neckband,Blue,,3.0,4,100+ bought in past month,₹329,"₹1,299",75%
847,Earphones,Earphones Compatible with Realme 3 Pro,RM,Wired,,,,₹465,₹599,22%
848,soundcore,soundcore R50I NC by Anker Noise Cancelling,,,4.0,"6,811",100+ bought in past month,"₹2,099","₹5,598",63%
849,Samsung,Samsung,,Wired,100,,100+ bought in past month,₹299,₹999,70%
850,pTron,pTron Tangent Eon,Dark Blue,Wireless,3.7,"2,224",50+ bought in past month,₹599,"₹2,299",74%
851,Noise,Noise Newly Launched Air Buds Pro 6,up to,Wireless,4.0,"2,844",100+ bought in past month,"₹2,999","₹3,999",25%
852,TECH,TECH XPERT CMF Buds,,Wireless,1.0,4,,"₹1,499","₹2,999",50%
853,Redmi,"Redmi Buds 6, Dual Driver",White,Wireless,4.0,"2,725",100+ bought in past month,"₹2,999","₹4,999",40%
854,ACwO,ACwO DwOTS Fire India's First,Cosmic Silver,Wireless,3.8,705,100+ bought in past month,"₹1,999","₹7,999",75%
855,pTron,pTron Tangent Duo In Ear,Jet Black,Wireless,3.7,809,300+ bought in past month,₹399,"₹1,899",79%
856,Boult,Boult Z20,Pine Green,Wireless,4.2,"2,355",5K+ bought in past month,₹999,"₹5,499",82%
857,pTron,pTron Boom Play X2 In Ear Type C,Black,Wired,3.6,629,300+ bought in past month,₹399,"₹1,499",73%
858,CrossBeats,CrossBeats Shuffl ANC Neckband,Black,Wireless,3.8,"1,483",200+ bought in past month,"₹1,798","₹4,999",64%
859,pTron,pTron Bassbuds Gomax,Blue,Wireless,3.5,374,,₹799,"₹2,899",72%
860,pTron,pTron Tangentbeat,Green,Wireless,3.8,"76,117",600+ bought in past month,₹599,"₹2,499",76%
861,USB,USB C,,Wired,5.0,2,50+ bought in past month,₹799,"₹1,999",60%
862,boAt,boAt Nirvana Iris,Crystal Black,Wireless,4.0,16,100+ bought in past month,"₹1,999","₹9,990",80%
863,SIGNATIZE,SIGNATIZE,Blue,,3.2,19,50+ bought in past month,₹299,₹999,70%
864,Fastrack,Fastrack Fpods(New Launch) FS100,New Launch,,3.4,546,100+ bought in past month,₹630,"₹3,695",83%
865,Mivi,Mivi DuoPods A750,,Wireless,3.6,"1,439",100+ bought in past month,₹899,"₹3,999",78%
866,Honeywell,Honeywell Moxie V50,,Wired,3.6,627,100+ bought in past month,₹398,"₹1,499",73%
867,SIGNATIZE,SIGNATIZE,Black,,3.2,19,100+ bought in past month,₹299,₹999,70%
868,HOPPUP,HOPPUP Predator Xo4 Gaming,,,3.7,176,100+ bought in past month,₹699,"₹4,999",86%
